Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
223,60,RL,11475,Pave,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,550,0,163,713,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,2,434,Y,209,208,0,0,0,0,0,2,2006,WD,Normal,179900
645,20,FV,9187,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,1121,0,645,1766,Ex,Y,SBrkr,1766,0,0,1766,1,0,2,1,2,1,Ex,7,Typ,1,3,478,Y,195,130,0,0,0,0,0,10,2009,New,Partial,370878
177,60,RL,10029,Pave,IR1,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,831,0,320,1151,TA,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,2,521,Y,0,228,0,0,192,0,0,9,2007,WD,Normal,211000
625,60,RL,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,247,0,485,732,Gd,Y,SBrkr,1012,778,0,1790,1,0,1,2,4,1,TA,8,Min2,1,2,484,Y,148,0,0,0,147,0,0,11,2006,WD,Normal,165150
1059,60,RL,11308,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,936,0,168,1104,Ex,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,Typ,1,3,836,Y,0,102,0,0,0,0,0,7,2009,WD,Normal,335000
598,120,RL,3922,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,0,0,1258,1258,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,3,648,Y,120,16,0,0,0,0,0,2,2007,New,Partial,194201
939,60,RL,8760,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,464,0,927,1391,Ex,Y,SBrkr,1391,571,0,1962,0,0,2,1,3,1,Gd,7,Typ,0,3,868,Y,0,90,0,0,0,0,0,8,2006,New,Partial,239799
152,20,RL,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,1400,0,310,1710,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,3,866,Y,0,102,0,0,0,0,0,1,2008,New,Partial,372402
302,60,RL,16226,Pave,IR3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,281,0,747,1028,Ex,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,Typ,1,2,683,Y,208,50,0,0,0,0,0,5,2007,WD,Normal,267000
307,60,RL,13474,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,700,0,0,700,Gd,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,Typ,1,3,746,Y,127,44,224,0,0,0,0,6,2007,WD,Normal,225000
1452,20,RL,9262,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CemntBd,CmentBd,Stone,194.0,Gd,TA,PConc,0,0,1573,1573,Ex,Y,SBrkr,1578,0,0,1578,0,0,2,0,3,1,Ex,7,Typ,1,3,840,Y,0,36,0,0,0,0,0,5,2009,New,Partial,287090
1066,60,RL,14000,Pave,Reg,Lvl,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,1201,0,105,1306,Ex,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,Gd,7,Typ,0,2,533,Y,296,44,0,0,0,0,0,4,2010,WD,Normal,328000
191,70,RL,10570,Pave,Reg,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,297,0,556,853,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,2,440,Y,0,74,0,0,0,0,0,12,2007,WD,Normal,315000
754,60,RL,10240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,0,0,1030,1030,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,3,878,Y,192,52,0,0,0,0,0,3,2006,WD,Normal,275500
1076,70,RL,13125,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,410,0,390,800,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,1,240,Y,0,0,0,0,0,0,0,7,2007,CWD,Normal,219500
1355,60,RL,10316,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,735,0,257,992,Ex,Y,SBrkr,992,873,0,1865,1,0,2,1,3,1,Gd,7,Typ,1,3,839,Y,0,184,0,0,0,0,0,6,2008,WD,Normal,235000
212,20,RL,10420,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,36,0,1176,1212,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,2,460,Y,100,22,0,0,0,0,0,3,2010,WD,Normal,186000
97,20,RL,10264,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,1162,0,426,1588,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,2,472,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
766,20,RL,14587,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,0,0,1498,1498,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,2,592,Y,0,174,0,0,0,0,0,8,2008,New,Partial,264132
596,20,RL,11302,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,1422,0,392,1814,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,3,758,Y,180,75,0,0,120,0,0,8,2006,New,Partial,319000
899,20,RL,12919,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,2188,0,142,2330,Ex,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,3,820,Y,0,67,0,0,0,0,0,3,2010,New,Partial,611657
1022,20,RL,7406,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,684,0,515,1199,Ex,Y,SBrkr,1220,0,0,1220,1,0,2,0,2,1,Gd,6,Typ,0,2,632,Y,105,54,0,0,0,0,0,7,2006,New,Partial,194000
1306,20,RL,13173,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,1572,0,80,1652,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,2,840,Y,404,102,0,0,0,0,0,11,2009,WD,Normal,325000
317,60,RL,13005,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,692,0,153,845,TA,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,2,484,Y,288,195,0,0,0,0,0,8,2009,WD,Normal,260000
804,60,RL,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,0,0,1734,1734,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,3,1020,Y,52,170,0,0,192,0,0,1,2009,New,Partial,582933
719,60,RL,10542,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,1173,0,138,1311,Ex,Y,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,3,983,Y,250,154,216,0,0,0,0,8,2008,WD,Normal,341000
964,20,RL,11923,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,1800,1800,Ex,Y,SBrkr,1800,0,0,1800,0,0,2,0,2,1,Ex,7,Typ,0,2,702,Y,288,136,0,0,0,0,0,5,2009,WD,Normal,239000
528,60,RL,14948,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,1330,0,122,1452,Ex,Y,SBrkr,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,3,858,Y,126,66,0,0,0,0,0,11,2008,New,Partial,446261
825,20,FV,11216,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,1489,1489,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,2,776,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600
112,80,RL,7750,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,250,0,134,384,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,2,400,Y,180,0,0,0,0,0,0,4,2010,WD,Normal,180000
584,75,RM,13500,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,0,0,1237,1237,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,2,880,Y,105,502,0,0,0,0,0,7,2008,WD,Normal,325000
93,30,RL,13360,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,713,0,163,876,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,2,432,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
803,60,RL,8199,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,648,0,80,728,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,2,410,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,189000
520,70,RL,10918,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,0,0,1276,1276,Ex,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,2,1,282,Y,0,0,0,0,145,0,0,6,2009,WD,Normal,234000
1188,20,RL,12461,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,1456,0,168,1624,Ex,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,3,757,Y,0,114,192,0,0,0,0,7,2006,WD,Normal,262000
984,60,RL,11250,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,0,0,1128,1128,Ex,Y,SBrkr,1149,1141,0,2290,0,0,2,1,4,1,Gd,9,Typ,1,2,779,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,255900
1255,60,RL,6931,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,0,0,746,746,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,2,397,Y,178,128,0,0,0,0,0,7,2008,WD,Normal,165400
1194,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,883,0,341,1224,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,2,402,Y,0,304,0,0,0,0,0,6,2009,WD,Normal,165000
409,60,RL,14154,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,0,0,1063,1063,Ex,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,3,947,Y,192,62,0,0,0,0,0,8,2007,New,Partial,280000
938,60,RL,9675,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,341,0,772,1113,Ex,Y,SBrkr,1113,858,0,1971,0,0,2,1,3,1,Gd,8,Typ,1,2,689,Y,0,48,0,0,0,0,0,2,2009,WD,Normal,253000
329,75,RL,11888,Pave,IR1,Bnk,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,0,0,844,844,Gd,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,2,441,Y,0,60,268,0,0,0,0,7,2009,WD,Normal,214500
569,50,RL,12327,Pave,IR1,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,1441,0,55,1496,Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,2,612,Y,349,40,0,0,0,0,0,9,2009,WD,Normal,316600
1410,60,RL,20544,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,Plywood,Plywood,BrkFace,123.0,TA,Gd,CBlock,0,0,791,791,Gd,Y,SBrkr,1236,857,0,2093,0,0,2,1,3,1,TA,7,Typ,1,2,542,Y,364,63,0,0,0,0,0,11,2008,WD,Normal,215000
1362,20,RL,16158,Pave,IR1,Low,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,1274,0,256,1530,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,2,430,Y,168,36,0,0,0,0,0,6,2009,WD,Normal,260000
398,60,RL,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,540,0,324,864,TA,Y,SBrkr,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,1,264,Y,0,168,0,0,0,0,0,7,2007,WD,Normal,169500
516,20,RL,12220,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,1436,0,570,2006,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,3,900,Y,156,54,0,0,0,0,0,9,2009,New,Partial,402861
1044,60,RL,11839,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,1085,0,390,1475,Ex,Y,SBrkr,1532,797,0,2329,1,0,2,1,4,1,Gd,10,Typ,1,2,514,Y,192,121,0,0,0,0,0,5,2008,WD,Normal,262280
497,20,RL,12692,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,1231,0,1969,3200,Ex,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,Gd,10,Typ,1,2,546,Y,264,75,291,0,0,0,0,5,2007,WD,Normal,430000
404,60,RL,12090,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,0,0,1141,1141,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,2,420,Y,144,123,0,0,0,0,0,7,2006,WD,Abnorml,258000
777,20,RL,11210,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,20,0,1594,1614,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,3,865,Y,144,59,0,0,0,0,0,7,2006,New,Partial,221500
617,60,RL,7861,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,457,0,326,783,Ex,Y,SBrkr,807,702,0,1509,1,0,2,1,3,1,Gd,7,Typ,1,2,393,Y,100,75,0,0,0,0,0,6,2006,WD,Normal,183200
526,20,FV,7500,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,1257,1257,Ex,Y,SBrkr,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,2,453,Y,38,144,0,0,0,0,0,4,2006,WD,Normal,176000
1349,20,RL,16196,Pave,IR3,Low,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,1443,0,39,1482,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,5,Typ,1,2,514,Y,402,25,0,0,0,0,0,8,2007,WD,Normal,215000
1181,60,RL,11170,Pave,IR2,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Wood,1216,0,0,1216,Ex,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,2,693,Y,0,0,0,0,0,0,0,4,2006,WD,Normal,250000
756,160,FV,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,381,0,348,729,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,2,440,Y,0,24,0,0,0,0,0,3,2009,WD,Normal,172500
990,60,FV,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,770,770,Ex,Y,SBrkr,778,798,0,1576,0,0,2,1,3,1,Gd,6,Typ,0,2,614,Y,0,50,0,0,0,0,0,8,2006,New,Partial,197000
1168,60,RL,10852,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,786,0,173,959,Ex,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,2,472,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,173000
1404,20,RL,15256,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,929,0,556,1485,Ex,Y,SBrkr,1464,0,0,1464,1,0,2,0,3,1,Gd,6,Typ,0,3,754,Y,168,160,0,0,0,0,0,8,2007,WD,Normal,282922
227,60,RL,9950,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,565,0,638,1203,Ex,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,3,721,Y,224,114,0,0,0,0,0,6,2007,WD,Abnorml,290000
12,60,RL,11924,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,WdShing,Wd Shng,Stone,286.0,Ex,TA,PConc,998,0,177,1175,Ex,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,Ex,11,Typ,2,3,736,Y,147,21,0,0,0,0,0,7,2006,New,Partial,345000
34,20,RL,10552,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,1018,0,380,1398,Gd,Y,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,2,447,Y,0,38,0,0,0,0,0,4,2010,WD,Normal,165500
573,60,RL,13159,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,846,846,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,2,650,Y,208,114,0,0,0,0,0,7,2009,New,Partial,224500
929,20,RL,11838,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,1753,1753,Ex,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,Ex,7,Typ,1,2,522,Y,202,151,0,0,0,0,0,6,2009,WD,Normal,236500
763,60,FV,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,24,0,732,756,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,2,614,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
1268,20,RL,13214,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0.0,Ex,TA,PConc,0,0,2002,2002,Ex,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,3,746,Y,144,76,0,0,0,0,0,5,2010,WD,Normal,378500
276,50,RL,7264,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,0,0,952,952,Gd,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,Ex,5,Typ,0,2,672,Y,74,0,0,0,144,0,0,10,2009,WD,Normal,205000
605,20,RL,12803,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,922,0,572,1494,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,2,530,Y,192,36,0,0,0,0,0,9,2008,WD,Normal,221000
159,60,FV,12552,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,222,0,769,991,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,2,678,Y,0,136,0,0,0,0,0,5,2010,WD,Normal,254900
135,20,RL,10335,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,570,0,891,1461,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,2,440,Y,0,96,180,0,0,0,0,7,2006,WD,Normal,180000
434,60,RL,10839,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,926,926,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,2,470,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000
